ICD10,PHECODE,Exl. Phecodes,Excl. Phenotypes
S70.9,915,910-919.99,"superficial, contusion, crushing injuries"
S71,871,870-879.99,Open wound
S71.0,870,870-879.99,Open wound
S71.0,871,870-879.99,Open wound
S71.1,871,870-879.99,Open wound
S71.7,870,870-879.99,Open wound
S71.8,870,870-879.99,Open wound
S72,800.2,800-809.99,Fractures
S72.0,800.1,800-809.99,Fractures
S72.1,800.1,800-809.99,Fractures
S72.1,800.2,800-809.99,Fractures
S72.2,800.2,800-809.99,Fractures
S72.3,800,800-809.99,Fractures
S72.3,800.2,800-809.99,Fractures
S72.4,800.2,800-809.99,Fractures
S72.4,800,800-809.99,Fractures
S72.8,800,800-809.99,Fractures
S72.9,800.2,800-809.99,Fractures
S73.0,830,830-839.99,joint disorders and dislocations; trauma-related
S73.1,1009,,
S74,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S74.0,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S74.1,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S74.2,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S74.8,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S74.9,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S75,1007,,
S75.0,1007,,
S75.1,1007,,
S75.2,1007,,
S75.7,1007,,
S75.8,1007,,
S75.9,1007,,
S76,1009,,
S76.0,1009,,
S76.1,1009,,
S76.2,1009,,
S76.3,1009,,
S76.4,1009,,
S76.7,1009,,
S77,1006,,
S77.0,1006,,
S77.1,1006,,
S77.2,1006,,
S78,872,870-879.99,Open wound
S78.0,872,870-879.99,Open wound
S78.1,872,870-879.99,Open wound
S78.9,872,870-879.99,Open wound
S79,1009,,
S79.7,1009,,
S79.8,1009,,
S79.9,1009,,
S80,915,910-919.99,"superficial, contusion, crushing injuries"
S80.0,916,916-916.99,Contusion
S80.1,916,916-916.99,Contusion
S80.7,915,910-919.99,"superficial, contusion, crushing injuries"
S80.8,915,910-919.99,"superficial, contusion, crushing injuries"
S80.9,915,910-919.99,"superficial, contusion, crushing injuries"
S81,871,870-879.99,Open wound
S81.0,871,870-879.99,Open wound
S81.0,1009,,
S81.7,1009,,
S81.8,1009,,
S81.9,1009,,
S81.9,871,870-879.99,Open wound
S82.0,800.4,800-809.99,Fractures
S82.1,800.3,800-809.99,Fractures
S82.2,800.3,800-809.99,Fractures
S82.3,800.3,800-809.99,Fractures
S82.4,800.3,800-809.99,Fractures
S82.5,801,800-809.99,Fractures
S82.6,801,800-809.99,Fractures
S82.7,800,800-809.99,Fractures
S82.8,800,800-809.99,Fractures
S82.9,800,800-809.99,Fractures
S83.0,830,830-839.99,joint disorders and dislocations; trauma-related
S83.1,830,830-839.99,joint disorders and dislocations; trauma-related
S83.2,830,830-839.99,joint disorders and dislocations; trauma-related
S83.3,840,840-848.99,Sprains And Strains Of Joints And Adjacent Muscles
S83.3,830,830-839.99,joint disorders and dislocations; trauma-related
S83.4,1009,,
S83.5,1009,,
S83.6,1009,,
S83.7,1009,,
S84,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S84.0,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S84.1,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S84.2,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S84.7,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S84.8,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S84.9,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S85,1007,,
S85.0,1007,,
S85.1,1007,,
S85.2,1007,,
S85.3,1007,,
S85.4,1007,,
S85.5,1007,,
S85.7,1007,,
S85.8,1007,,
S85.8,1009,,
S85.9,1009,,
S85.9,1007,,
S86,1009,,
S86.0,1009,,
S86.1,1009,,
S86.2,1009,,
S86.3,1009,,
S86.7,1009,,
S86.8,1009,,
S86.9,1009,,
S87,1006,,
S87.0,1006,,
S87.8,1009,,
S88,872,870-879.99,Open wound
S88.0,872,870-879.99,Open wound
S88.1,872,870-879.99,Open wound
S88.9,872,870-879.99,Open wound
S89.7,1009,,
S89.8,1009,,
S89.9,1009,,
S90.0,916,916-916.99,Contusion
S90.1,916,916-916.99,Contusion
S90.2,916,916-916.99,Contusion
S90.3,1009,,
S90.7,915,910-919.99,"superficial, contusion, crushing injuries"
S90.8,915,910-919.99,"superficial, contusion, crushing injuries"
S90.9,915,910-919.99,"superficial, contusion, crushing injuries"
S91.0,871,870-879.99,Open wound
S91.0,1009,,
S91.1,871.4,870-879.99,Open wound
S91.2,871.4,870-879.99,Open wound
S91.3,871.3,870-879.99,Open wound
S92.0,800.4,800-809.99,Fractures
S92.0,801,800-809.99,Fractures
S92.1,801.1,800-809.99,Fractures
S92.1,801,800-809.99,Fractures
S92.2,801,800-809.99,Fractures
S92.3,801,800-809.99,Fractures
S92.4,801,800-809.99,Fractures
S92.7,801,800-809.99,Fractures
S92.9,801.1,800-809.99,Fractures
S92.9,801,800-809.99,Fractures
S93.0,830,830-839.99,joint disorders and dislocations; trauma-related
S93.1,830,830-839.99,joint disorders and dislocations; trauma-related
S93.3,830,830-839.99,joint disorders and dislocations; trauma-related
S93.6,1009,,
S94,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.0,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.1,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.2,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.3,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.7,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.8,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S94.9,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
S95,1007,,
S95.0,1007,,
S95.1,1007,,
S95.2,1007,,
S95.7,1007,,
S95.8,1007,,
S95.9,1007,,
S96,1009,,
S96.0,1009,,
S96.1,1009,,
S96.2,1009,,
S96.7,1009,,
S96.8,1009,,
S96.9,1009,,
S97,1006,,
S97.0,1006,,
S97.1,1006,,
S97.8,1011,,
S97.8,1006,,
S98,872,870-879.99,Open wound
S98.0,872,870-879.99,Open wound
S98.1,872,870-879.99,Open wound
S98.2,872,870-879.99,Open wound
S98.2,871.4,870-879.99,Open wound
S98.4,872,870-879.99,Open wound
S99.7,1009,,
S99.8,1009,,
S99.9,1009,,
T00,915,910-919.99,"superficial, contusion, crushing injuries"
T00.0,915,910-919.99,"superficial, contusion, crushing injuries"
T00.6,915,910-919.99,"superficial, contusion, crushing injuries"
T00.8,1009,,
T00.9,915,910-919.99,"superficial, contusion, crushing injuries"
T01.0,870,870-879.99,Open wound
T01.0,870.6,870-879.99,Open wound
T01.1,870,870-879.99,Open wound
T01.6,1009,,
T01.8,1009,,
T01.9,870.6,870-879.99,Open wound
T01.9,1008,,
T01.9,1009,,
T02.0,819,816-819.99,Intracranial injury
T02.0,805,800-809.99,Fractures
T02.2,803,800-809.99,Fractures
T02.3,800,800-809.99,Fractures
T02.4,803,800-809.99,Fractures
T02.5,800,800-809.99,Fractures
T02.8,1009,,
T02.9,809,800-809.99,Fractures
T02.9,1015,,
T03,830,830-839.99,joint disorders and dislocations; trauma-related
T03,,,
T03.0,830,830-839.99,joint disorders and dislocations; trauma-related
T03.1,,,
T03.1,830,830-839.99,joint disorders and dislocations; trauma-related
T03.2,,,
T03.2,830,830-839.99,joint disorders and dislocations; trauma-related
T03.3,,,
T03.3,830,830-839.99,joint disorders and dislocations; trauma-related
T03.4,830,830-839.99,joint disorders and dislocations; trauma-related
T03.4,,,
T04,1006,,
T04.2,1006,,
T04.3,1006,,
T04.7,1006,,
T04.8,1009,,
T05.8,1009,,
T06.0,819,816-819.99,Intracranial injury
T06.4,1009,,
T06.5,1008,,
T07,1009,,
T09.2,915,910-919.99,"superficial, contusion, crushing injuries"
T09.2,1009,,
T09.3,907,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes"
T09.5,1009,,
T09.5,915,910-919.99,"superficial, contusion, crushing injuries"
T10,803,800-809.99,Fractures
T11.3,1009,,
T11.4,1007,,
T11.5,1009,,
T11.8,1009,,
T11.9,1009,,
T12,800,800-809.99,Fractures
T13.1,871,870-879.99,Open wound
T13.1,1009,,
T13.4,1007,,
T13.6,872,870-879.99,Open wound
T14,1009,,
T14.0,915,910-919.99,"superficial, contusion, crushing injuries"
T14.4,,,
T14.5,1007,,
T14.8,1009,,
T14.9,1009,,
T15,1001,,
T15.0,1001,,
T15.1,1001,,
T15.8,1001,,
T15.9,1001,,
T16,1001,,
T17,1001,,
T17.0,1001,,
T17.1,1001,,
T17.2,1001,,
T17.3,1001,,
T17.4,1001,,
T17.5,1001,,
T17.8,1001,,
T17.9,1001,,
T18,1001,,
T18.0,1001,,
T18.1,1001,,
T18.2,1001,,
T18.3,1001,,
T18.4,1001,,
T18.5,1001,,
T18.8,1001,,
T18.9,1001,,
T19,1001,,
T19.0,1001,,
T19.1,1001,,
T19.2,1001,,
T19.3,1001,,
T19.8,1001,,
T19.9,1001,,
T20.0,1000,,
T20.1,1000,,
T20.2,1000,,
T20.3,1000,,
T20.4,1000,,
T20.5,1000,,
T20.7,1000,,
T21,1000,,
T21.0,1000,,
T21.1,1000,,
T21.2,1000,,
T21.3,1000,,
T21.4,1000,,
T21.5,1000,,
T21.6,1000,,
T21.7,1000,,
T22,1000,,
T22.0,1000,,
T22.1,1000,,
T22.2,1000,,
T22.3,1000,,
T22.4,1000,,
T22.5,1000,,
T22.6,1000,,
T22.7,1000,,
T23,1000,,
T23.0,1000,,
T23.1,1000,,
T23.2,1000,,
T23.3,1000,,
T23.4,1000,,
T23.5,1000,,
T23.6,1000,,
T23.7,1000,,
T24,1000,,
T24.0,1000,,
T24.1,1000,,
T24.2,1000,,
T24.3,1000,,
T24.4,1000,,
T24.5,1000,,
T24.6,1000,,
T24.7,1000,,
T25,1000,,
T25.0,1000,,
T25.1,1000,,
T25.2,1000,,
T25.3,1000,,
T25.4,1000,,
T25.5,1000,,
T25.6,1000,,
T25.7,1000,,
T26,1000,,
T26.0,1000,,
T26.1,1000,,
T26.2,1000,,
T26.3,1000,,
T26.4,1000,,
T26.5,1000,,
T26.6,1000,,
T26.7,1000,,
T26.8,1000,,
T26.9,1000,,
T27,1000,,
T27.0,1000,,
T27.1,1000,,
T27.2,1000,,
T27.3,1000,,
T27.4,1000,,
T27.5,1000,,
T27.6,1000,,
T27.7,1000,,
T28,1000,,
T28.0,1000,,
T28.1,1000,,
T28.2,1000,,
T28.3,1000,,
T28.4,1000,,
T28.5,1000,,
T28.6,1000,,
T28.7,1000,,
T28.8,1000,,
T28.9,1000,,
T29.0,1000,,
T29.1,1000,,
T29.2,1000,,
T29.3,1000,,
T29.4,1000,,
T29.7,1000,,
T30,1000,,
T30.0,1000,,
T30.1,1000,,
T30.4,1000,,
T31,1000,,
T31.0,1000,,
T31.1,1000,,
T31.2,1000,,
T31.3,1000,,
T31.4,1000,,
T31.5,1000,,
T31.6,1000,,
T31.7,1000,,
T31.8,1000,,
T31.9,1000,,
T32,1000,,
T32.0,1000,,
T32.1,1000,,
T32.2,1000,,
T32.3,1000,,
T32.4,1000,,
T32.5,1000,,
T32.6,1000,,
T32.7,1000,,
T32.8,1000,,
T32.9,1000,,
T33,1014,,
T33.0,1014,,
T33.1,1014,,
T33.2,1014,,
T33.3,1014,,
T33.4,1014,,
T33.6,1014,,
T33.7,1014,,
T33.8,1014,,
T33.9,1014,,
T34,1014,,
T34.0,1014,,
T34.1,1014,,
T34.2,1014,,
T34.3,1014,,
T34.4,1014,,
T34.6,1014,,
T34.7,1014,,
T34.8,1014,,
T34.9,1014,,
T35.0,1014,,
T35.1,1014,,
T35.4,1014,,
T35.5,1014,,
T35.7,1014,,
T36,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.0,960.2,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.1,960.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.1,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.2,960.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.2,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.3,960.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.3,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.4,960.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.4,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.5,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.6,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.7,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.8,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T36.9,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.0,961.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.1,960,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.2,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.3,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.4,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.5,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T37.8,961,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.0,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.0,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.1,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.2,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.3,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.4,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.4,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.5,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.5,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.6,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.7,962,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.8,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T38.9,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.0,965.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.1,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.2,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.3,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.4,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.8,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T39.9,965,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.0,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.1,316,316-319.99,Substance-related disorders
T40.2,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.3,316,316-319.99,Substance-related disorders
T40.4,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.5,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.6,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.7,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.8,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T40.9,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T41.0,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T41.1,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T41.2,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T41.3,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T41.4,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T41.5,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.0,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.1,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.2,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.3,967,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.4,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.5,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.6,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.7,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T42.8,966,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.0,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.1,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.2,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.3,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.4,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.5,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.6,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.8,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T43.9,969,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.0,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.1,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.2,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.3,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.4,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.5,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.6,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.7,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.8,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T44.9,971,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.0,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.1,963.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.2,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.3,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.4,964,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.5,964.1,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.6,964,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.7,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.8,964,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.8,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T45.9,963,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.0,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.1,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.2,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.3,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.4,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.5,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.6,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.7,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.8,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T46.9,972,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.0,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.1,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.2,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.3,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.4,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.5,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.6,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.7,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.8,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T47.9,973,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.0,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.1,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.2,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.3,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.4,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.5,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.6,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T48.9,975,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.0,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.1,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.2,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.3,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.4,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.5,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.6,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.7,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.8,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T49.9,976,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.0,962.3,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.1,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.2,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.3,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.4,974,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.5,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.6,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.7,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.8,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T50.9,979,960-979.99,"Poisoning By Drugs, Medicinal And Biological Substances"
T51,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T51.0,317,316-319.99,Substance-related disorders
T51.1,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T51.2,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T51.3,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T51.8,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T51.9,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.0,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.1,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.2,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.3,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.4,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.8,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T52.9,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T53.0,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T53.1,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T53.2,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T53.3,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T53.4,981,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T54,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T54.0,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T54.1,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T54.2,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T54.3,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T54.9,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T55,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.0,984,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.1,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.2,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.3,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.5,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.6,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.7,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.8,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T56.9,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T57.0,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T57.1,983,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T57.2,985,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T57.3,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T57.8,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T58,986,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.0,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.1,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.2,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.2,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.3,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.4,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.5,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.6,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.7,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.8,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T59.9,987,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60.0,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
T60.1,989,981-989.99,Toxic effects of substances chiefly nonmedicinal as to source
